IncidentNumber,CaseNumber,DateOccurred - Dt,DateOccurred - Txt,IncidentType,IncidentCode,AssociatedOfficerNumber,BadgeNum ber,OfficerTitle,OfficerRace,OfficerGender,OfficerOnDuty,FullAddress,CitizenNumber,CitizenRace,CitizenGenger,CitizenFatality,City,Precinct,CitizenGender,UseOfForceType
17,UF2000-00020,10/4/1999,1999-10-04,Excessiveforce,GEN,103,****,,,,,,8,White,Male,No,,,Male,
17,UF2000-00020,10/4/1999,1999-10-04,Excessiveforce,GEN,298,P3303,,,,,,8,White,Male,No,,,Male,
84,UF2000-00057,12/8/1999,1999-12-08,Excessiveforce,GEN,291,P2760,,,,,,8,White,Male,No,,,Male,
84,UF2000-00057,12/8/1999,1999-12-08,Excessiveforce,GEN,281,L382,,,,,,8,White,Male,No,,,Male,
18,UF2000-00021,1/23/2000,2000-01-23,Excessiveforce,GEN,197,D483,,,,,,9,Black,Female,No,,,Female,
19,IA2000-00022,Missing Data,2000-02-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
19,IA2000-00022,Missing Data,2000-02-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
22,IA2000-00027,Missing Data,2000-02-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
49,2000-054,Missing Data,1999-12-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
23,UF2000-00028,1/3/2000,2000-01-03,Excessiveforce,GEN,278,L384,,,,,,12,Black,Male,No,,,Male,
25,UF2000-00093,5/26/2000,2000-05-26,Excessiveforce,GEN,244,L198,,,,,,13,Black,Male,No,,,Male,
25,UF2000-00093,5/26/2000,2000-05-26,Excessiveforce,GEN,168,L394,,,,,,13,Black,Male,No,,,Male,
26,IA2000-00115,Missing Data,2000-07-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
26,IA2000-00115,Missing Data,2000-07-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
39,IA2000-00031,Missing Data,2000-02-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
40,UF2000-00034,2/10/2000,2000-02-10,Excessiveforce,GEN,288,P2854,,,,,,17,White,Female,No,,,Female,
41,IA2000-00035,Missing Data,2000-02-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
51,IA2000-00059,Missing Data,2000-03-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
51,IA2000-00059,Missing Data,2000-03-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
52,IA2000-00060,Missing Data,2000-02-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
52,IA2000-00060,2/14/2000,2000-02-14,External,GEN,291,P2760,,,,,,21,Black,Female,No,,,Female,
57,IA2000-00182,Missing Data,2000-11-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
57,IA2000-00182,Missing Data,2000-11-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
59,IA2000-00065,Missing Data,2000-03-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
61,UF2000-00068,2/12/2000,2000-02-12,Excessiveforce,GEN,332,P3436,,,,,,25,White,Male,No,,,Male,
61,UF2000-00068,2/12/2000,2000-02-12,Excessiveforce,GEN,363,P3168,,,,,,25,White,Male,No,,,Male,
62,IA2000-00069,Missing Data,2000-04-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
64,UF2000-00070,11/1/1999,1999-11-01,Excessive,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
82,IA2000-00183,Missing Data,2000-11-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
82,IA2000-00183,Missing Data,2000-11-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
84,UF2000-00057,12/8/1999,1999-12-08,Excessiveforce,GEN,291,P2760,,,,,,29,White,Male,No,,,Male,
84,UF2000-00057,12/8/1999,1999-12-08,Excessiveforce,GEN,281,L382,,,,,,29,White,Male,No,,,Male,
85,UF2000-00184,11/13/2000,2000-11-13,Excessiveforce,GEN,271,,,,,,,30,White,Male,No,,,Male,
85,UF2000-00184,11/13/2000,2000-11-13,Excessiveforce,GEN,301,P2727,,,,,,30,White,Male,No,,,Male,
89,IA2000-00077,4/23/2000,2000-04-23,External,GEN,246,P3081,,,,,,31,White,Female,No,,,Female,
92,IA2000-00114,7/2/2000,2000-07-02,External,GEN,178,P3318,,,,,,32,,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
93,2000-100,Missing Data,2000-05-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
93,2000-100,Missing Data,2000-05-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
94,IA2000-00103,Missing Data,2000-06-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
94,IA2000-00103,Missing Data,2000-06-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
94,IA2000-00103,Missing Data,2000-06-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
94,IA2000-00103,Missing Data,2000-06-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
95,UF2000-00104,6/3/2000,2000-06-03,Excessiveforce,GEN,169,,,,,,,35,White,Male,No,,,Male,
96,IA2000-00106,Missing Data,2000-06-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
98,IA2000-00153,8/31/2000,2000-08-31,External,GEN,225,P3310,,,,,,37,Black,Female,No,,,Female,
99,IA2000-00157,9/4/2000,2000-09-04,External,GEN,174,P2544,,,,,,38,Hispanic,Female,No,,,Female,
101,UF2000-00175,4/24/2000,2000-04-24,Excessiveforce,GEN,104,P2881,,,,,,39,Black,Male,No,,,Male,
102,IA2000-00178,Missing Data,2000-11-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
103,UF2000-00179,11/2/2000,2000-11-02,Excessiveforce,GEN,288,P2854,,,,,,41,Black,Female,No,,,Female,
103,UF2000-00179,11/2/2000,2000-11-02,Excessiveforce,GEN,133,,,,,,,41,Black,Female,No,,,Female,
103,UF2000-00179,11/2/2000,2000-11-02,Excessiveforce,GEN,186,L377,,,,,,41,Black,Female,No,,,Female,
104,IA2000-00180,10/27/2000,2000-10-27,External,GEN,109,P2212,,,,,,42,,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
105,IA2000-00123,7/16/2000,2000-07-16,External,GEN,221,,,,,,,43,,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
105,IA2000-00123,7/16/2000,2000-07-16,External,GEN,222,,,,,,,43,,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
106,IA2000-00126,Missing Data,2000-07-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
107,UF2000-00137,7/17/2000,2000-07-17,Excessiveforce,GEN,238,,,,,,,45,Black,Male,No,,,Male,
107,UF2000-00137,7/17/2000,2000-07-17,Excessiveforce,GEN,104,P2881,,,,,,45,Black,Male,No,,,Male,
108,UF2000-00141,8/12/2000,2000-08-12,Excessiveforce,GEN,244,L198,,,,,,46,Black,Male,No,,,Male,
108,UF2000-00141,8/12/2000,2000-08-12,Excessiveforce,GEN,235,P2068,,,,,,46,Black,Male,No,,,Male,
110,UF2000-00014,1/13/2000,2000-01-13,Excessiveforce,GEN,244,L198,,,,,,47,White,Male,No,,,Male,
111,UF2000-00058,1/7/2000,2000-01-07,Excessiveforce,GEN,159,P2335,,,,,,48,White,Male,No,,,Male,
111,UF2000-00058,1/7/2000,2000-01-07,Excessiveforce,GEN,185,P3211,,,,,,48,White,Male,No,,,Male,
112,IA2000-00131,Missing Data,2000-07-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
113,IA2000-00132,Missing Data,2000-04-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
115,IA2000-00127,8/1/2000,2000-08-01,Internal,GEN,133,,,,,,,51,,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
117,IA2000-00164,Missing Data,2000-09-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
117,IA2000-00164,Missing Data,2000-09-,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
122,IA2000-00055,2/29/2000,2000-02-29,External,GEN,101,P3226,,,,,,53,White,Female,No,,,Female,
376,UF2001-00118,8/4/2001,2001-08-04,Excessiveforce,GEN,235,P2068,,,,,,192,White,Male,No,,,Male,
413,A03-176-0128,6/25/2003,2003-06-25,Use Offorce,UOF,21,P3426,Po,White,Male,No,,205,White,Female,No,,,Female,Physical
413,A03-176-0128,6/25/2003,2003-06-25,Use Offorce,UOF,81,P3399,,,,,,205,White,Female,No,,,Female,
285,IA2001-00086,5/24/2001,2001-05-24,External,GEN,51,P3266,Po,Black,Male,No,,235,White,Male,No,,,Male,
332,IA2001-00128,8/12/2001,2001-08-12,External,GEN,343,L342,Lieutenant,White,Male,No,,236,White,Male,No,,,Male,
751,03-071-0030,3/12/2003,2003-03-12,Use Offorce,UOF,532,P3060,Officer,Hispanic,Male,No,,260,White,Male,No,,,Male,Cap
751,03-071-0030,3/12/2003,2003-03-12,Use Offorce,UOF,533,P3328,,,,,,260,White,Male,No,,,Male,
537,03-181-1123,6/30/2003,2003-06-30,Use Offorce,UOF,409,D578,Officer,White,Male,No,,301,Black,Male,No,,,Male,Pain Compliance
537,03-181-1123,6/30/2003,2003-06-30,Use Offorce,UOF,409,D578,Officer,White,Male,No,,301,Black,Male,No,,,Male,Physical
537,03-181-1123,6/30/2003,2003-06-30,Use Offorce,UOF,613,D444,Oﬃcer,Unknown,Male,No,,301,Black,Male,No,,,Male,
537,03-181-1123,6/30/2003,2003-06-30,Use Offorce,UOF,355,P3249,,,,,,301,Black,Male,No,,,Male,
537,03-181-1123,6/30/2003,2003-06-30,Use Offorce,UOF,112,C131,,,,,,301,Black,Male,No,,,Male,
627,02-285-0915,10/12/2002,2002-10-12,Use Offorce,UOF,475,P3459,,,,,,403,Black,Male,No,,,Male,
627,02-285-0915,10/12/2002,2002-10-12,Use Offorce,UOF,148,L299,Po,White,Male,No,,403,Black,Male,No,,,Male,Cap
627,02-285-0915,10/12/2002,2002-10-12,Use Offorce,UOF,148,L299,Po,White,Male,No,,403,Black,Male,No,,,Male,Pain Compliance
633,02-300-0008,10/27/2003,2003-10-27,Use Offorce,UOF,480,P3411,Officer,White,Male,No,,406,Black,Male,No,,,Male,Cap
633,02-300-0008,10/27/2003,2003-10-27,Use Offorce,UOF,54,P3296,,,,,,406,Black,Male,No,,,Male,
637,02-279-0119,10/6/2002,2002-10-06,Use Offorce,UOF,355,P3249,Officer,White,Male,No,,411,Black,Male,No,,,Male,Pain Compliance
637,02-279-0119,10/6/2002,2002-10-06,Use Offorce,UOF,355,P3249,Officer,White,Male,No,,411,Black,Male,No,,,Male,Physical
637,02-279-0119,10/6/2002,2002-10-06,Use Offorce,UOF,259,P2158,,,,,,411,Black,Male,No,,,Male,
637,02-279-0119,10/6/2002,2002-10-06,Use Of,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
637,02-279-0119,10/6/2002,2002-10-06,Use Offorce,UOF,355,P3249,Officer,White,Male,No,,412,,Male,No,,,Male,Pain Compliance
637,02-279-0119,10/6/2002,2002-10-06,Use Offorce,UOF,355,P3249,Officer,White,Male,No,,412,,Male,No,,,Male,Physical
660,02-328-0044,11/24/2003,2003-11-24,Use Offorce,UOF,463,L337,Lieutenant,White,Male,No,,433,Hispanic,Male,No,,,Male,Physical Engagement
660,02-328-0044,11/24/2003,2003-11-24,Use Offorce,UOF,497,I38,,,,,,433,Hispanic,Male,No,,,Male,
660,02-328-0044,11/24/2003,2003-11-24,Use Offorce,UOF,498,L465,,,,,,433,Hispanic,Male,No,,,Male,
670,02-350-0935,12/6/2002,2002-12-06,Use Offorce,UOF,63,D544,Po,White,Male,No,,447,Hispanic,Male,No,,,Male,Cap
670,02-350-0935,12/6/2002,2002-12-06,Use Offorce,UOF,63,D544,Po,White,Male,No,,447,Hispanic,Male,No,,,Male,Physical
670,02-350-0935,12/6/2002,2002-12-06,Use Offorce,UOF,541,P3204,,,,,,447,Hispanic,Male,No,,,Male,
580,03-001-0304,1/1/2003,2003-01-01,Use Offorce,UOF,442,L420,Officer,Unknown,Male,No,,459,Black,Male,No,,,Male,Cap
580,03-001-0304,1/1/2003,2003-01-01,Use Offorce,UOF,103,****,,,,,,459,Black,Male,No,,,Male,
707,03-033-0799,2/2/2003,2003-02-02,Use Offorce,UOF,59,I37,Po,White,Male,No,,480,Black,Male,No,,,Male,Physical
707,03-033-0799,2/2/2003,2003-02-02,Use Offorce,UOF,77,P3205,,,,,,480,Black,Male,No,,,Male,
707,03-033-0799,2/2/2003,2003-02-02,Use Offorce,UOF,451,D582,,,,,,480,Black,Male,No,,,Male,
707,03-033-0799,2/2/2003,2003-02-02,Use Offorce,UOF,451,D582,,,,,,481,,Female,No,,,Female,
707,03-033-0799,2/2/2003,2003-02-02,Use Offorce,UOF,77,P3205,,,,,,481,,Female,No,,,Female,
707,03-033-0799,2/2/2003,2003-02-02,Use Offorce,UOF,59,I37,Po,White,Male,No,,481,,Female,No,,,Female,Physical
698,03-003-0799,1/4/2003,2003-01-04,Use Offorce,UOF,280,L468,Po,Black,Male,No,,473,Black,Male,No,,,Male,Physical
698,03-003-0799,1/4/2003,2003-01-04,Use Offorce,UOF,513,L428,,,,,,473,Black,Male,No,,,Male,
717,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,333,P3222,Officer,White,Male,No,,494,Black,Female,No,,,Female,Cap
717,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,333,P3222,Officer,White,Male,No,,494,Black,Female,No,,,Female,Physical Engagement
717,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,192,P3212,,,,,,494,Black,Female,No,,,Female,
717,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,229,L340,,,,,,494,Black,Female,No,,,Female,
718,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,333,P3222,Officer,White,Male,No,,495,Black,Female,No,,,Female,Cap
718,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,333,P3222,Officer,White,Male,No,,495,Black,Female,No,,,Female,Physical Engagement
718,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,192,P3212,,,,,,495,Black,Female,No,,,Female,
718,03-059-0947,2/28/2003,2003-02-28,Use Offorce,UOF,229,L340,,,,,,495,Black,Female,No,,,Female,
713,03-056-0088,2/25/2003,2003-02-25,Use Offorce,UOF,420,L546,Officer,White,Male,No,,490,White,Male,No,,,Male,Physical
713,03-056-0088,2/25/2003,2003-02-25,Use Of,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data,Missing Data
729,03-075-1015,3/16/2003,2003-03-16,Use Offorce,UOF,526,D505,Officer,White,Male,No,,505,White,Male,No,,,Male,Cap
752,03-074-0512,3/15/2003,2003-03-15,Use Offorce,UOF,85,P2730,Po,White,Male,No,,523,White,Male,No,,,Male,Pain Compliance
752,03-074-0512,3/15/2003,2003-03-15,Use Offorce,UOF,85,P2730,Po,White,Male,No,,523,White,Male,No,,,Male,Physical
752,03-074-0512,3/15/2003,2003-03-15,Use Offorce,UOF,22,P2313,,,,,,523,White,Male,No,,,Male,
752,03-074-0512,3/15/2003,2003-03-15,Use Offorce,UOF,534,P2657,,,,,,523,White,Male,No,,,Male,
755,03-081-0834,3/22/2003,2003-03-22,Use Offorce,UOF,161,P3252,Po,White,Male,No,,525,White,Male,No,,,Male,Pain Compliance
755,03-081-0834,3/22/2003,2003-03-22,Use Offorce,UOF,161,P3252,Po,White,Male,No,,525,White,Male,No,,,Male,Physical
755,03-081-0834,3/22/2003,2003-03-22,Use Offorce,UOF,88,P3452,,,,,,525,White,Male,No,,,Male,
807,03-115-1147,4/26/2003,2003-04-26,Use Offorce,UOF,234,I33,Lt,White,Male,No,,564,Black,Male,No,,,Male,Physical
807,03-115-1147,4/26/2003,2003-04-26,Use Offorce,UOF,550,L424,,,,,,564,Black,Male,No,,,Male,
807,03-115-1147,4/26/2003,2003-04-26,Use Offorce,UOF,132,L205,,,,,,564,Black,Male,No,,,Male,
804,03-114-0603,4/24/2003,2003-04-24,Use Offorce,UOF,177,D378,Det,White,Male,No,,561,Hispanic,Male,No,,,Male,Physical
804,03-114-0603,4/24/2003,2003-04-24,Use Offorce,UOF,299,P2151,Po,White,Male,No,,561,Hispanic,Male,No,,,Male,
804,03-114-0603,4/24/2003,2003-04-24,Use Offorce,UOF,549,P3288,,,,,,561,Hispanic,Male,No,,,Male,
805,03-113-0928,4/23/2003,2003-04-23,Use Offorce,UOF,497,I38,Po,White,Male,No,,562,Black,Male,No,,,Male,Cap
805,03-113-0928,4/23/2003,2003-04-23,Use Offorce,UOF,497,I38,Po,White,Male,No,,562,Black,Male,No,,,Male,Physical
805,03-113-0928,4/23/2003,2003-04-23,Use Offorce,UOF,54,P3296,,,,,,562,Black,Male,No,,,Male,
758,03-062-0839,3/3/2003,2003-03-03,Use Offorce,UOF,48,L367,Po,White,Male,No,,528,Black,Male,No,,,Male,Pain Compliance
758,03-062-0839,3/3/2003,2003-03-03,Use Offorce,UOF,48,L367,Po,White,Male,No,,528,Black,Male,No,,,Male,Physical
758,03-062-0839,3/3/2003,2003-03-03,Use Offorce,UOF,48,L367,Po,White,Male,No,,528,Black,Male,No,,,Male,Cap
758,03-062-0839,3/3/2003,2003-03-03,Use Offorce,UOF,277,C100,Po,White,Male,No,,528,Black,Male,No,,,Male,Pain Compliance
758,03-062-0839,3/3/2003,2003-03-03,Use Offorce,UOF,277,C100,Po,White,Male,No,,528,Black,Male,No,,,Male,Physical
758,03-062-0839,3/3/2003,2003-03-03,Use Offorce,UOF,277,C100,Po,White,Male,No,,528,Black,Male,No,,,Male,Cap
825,03-104-0634,4/14/2003,2003-04-14,Use Offorce,UOF,470,L341,Officer,White,Male,No,,578,Black,Male,No,,,Male,Physical
825,03-104-0634,4/14/2003,2003-04-14,Use Offorce,UOF,1065,P3336,,,,,,578,Black,Male,No,,,Male,
802,03-103-0110,4/13/2003,2003-04-13,Use Offorce,UOF,548,D615,Officer,White,Male,No,,559,Hispanic,Male,No,,,Male,Pain Compliance
802,03-103-0110,4/13/2003,2003-04-13,Use Offorce,UOF,548,D615,Officer,White,Male,No,,559,Hispanic,Male,No,,,Male,Physical
2763,2006-083,,,Internal,GEN,593,,Oﬃcer,Black,Male,No,,641,White,Male,No,,,Male,
2763,2006-083,,,Internal,GEN,171,P2374,Policeoﬃcer,Black,Male,Unk,,641,White,Male,No,,,Male,
957,B04-004-0143,1/4/2004,2004-01-04,Use Offorce,UOF,498,L465,Officer,White,Male,No,,681,White,Male,No,,,Male,Pain Compliance
