IncidentNumber,CaseNumber,DateOccurred - Dt,DateOccurred - Txt,IncidentType,IncidentCode,AssociatedOfficerNumber,BadgeNum ber,OfficerTitle,OfficerRace,OfficerGender,OfficerOnDuty,FullAddress,CitizenNumber,CitizenRace,CitizenGenger,CitizenFatality,City,Precinct,CitizenGender,UseOfForceType
24679,20-339-0026,12/4/2020,2020-12-04,Vehiclepursuit,VP,1300,C155,Lieutenant,White,Male,,,10373,Black,Male,No,Buﬀalo,E,Male,
24690,20-339-0026,12/4/2020,2020-12-04,Use Offorce,UOF,1933,P3397,Officer,White,Male,,,10373,Black,Male,No,Buffalo,E,Male,Verbal Commands
24690,20-339-0026,12/4/2020,2020-12-04,Use Offorce,UOF,1933,P3397,Officer,White,Male,,,10373,Black,Male,No,Buffalo,E,Male,Physical Engagement
24692,20-341-0060,12/6/2020,2020-12-06,Use Offorce,UOF,1828,P3616,Officer,White,Male,,,10376,White,Male,No,Buffalo,D,Male,Verbal Commands
24692,20-341-0060,12/6/2020,2020-12-06,Use Offorce,UOF,1828,P3616,Officer,White,Male,,,10376,White,Male,No,Buffalo,D,Male,Firearm Display
24693,20-341-0101,12/6/2020,2020-12-06,Vehiclepursuit,VP,1908,P3697,Oﬃcer,White,Male,,,10377,Black,Male,No,Buﬀalo,E,Male,
24693,20-341-0101,12/6/2020,2020-12-06,Vehiclepursuit,VP,1908,P3697,Oﬃcer,White,Male,,,10378,Black,Male,No,Buﬀalo,E,Male,
24693,20-341-0101,12/6/2020,2020-12-06,Vehiclepursuit,VP,1908,P3697,Oﬃcer,White,Male,,,10379,Black,Male,No,Buﬀalo,E,Male,
24694,20-341-0101,12/6/2020,2020-12-06,Vehiclepursuit,VP,1905,P3694,Oﬃcer,White,Male,,,10379,Black,Male,No,Buﬀalo,E,Male,
24694,20-341-0101,12/6/2020,2020-12-06,Vehiclepursuit,VP,1905,P3694,Oﬃcer,White,Male,,,10378,Black,Male,No,Buﬀalo,E,Male,
24694,20-341-0101,12/6/2020,2020-12-06,Vehiclepursuit,VP,1905,P3694,Oﬃcer,White,Male,,,10377,Black,Male,No,Buﬀalo,E,Male,
24695,20-340-0770,12/5/2020,2020-12-05,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,10380,Black,Male,No,Buffalo,E,Male,Verbal Commands
24695,20-340-0770,12/5/2020,2020-12-05,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,10380,Black,Male,No,Buffalo,E,Male,Firearm Display
24696,20-341-0101,12/6/2020,2020-12-06,Vehiclepursuit,VP,2013,P3737,Ppo,White,Male,,,10377,Black,Male,No,Buﬀalo,E,Male,
24697,20-341-0101,12/6/2020,2020-12-06,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,10377,Black,Male,No,Buﬀalo,C,Male,
24697,20-341-0101,12/6/2020,2020-12-06,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,10378,Black,Male,No,Buﬀalo,C,Male,
24697,20-341-0101,12/6/2020,2020-12-06,Use Offorce,UOF,2013,P3737,Ppo,White,Male,,,10379,Black,Male,No,Buﬀalo,C,Male,
24698,20-341-0728,12/6/2020,2020-12-06,Use Offorce,UOF,1953,P3385,Ppo,White,Male,,,10381,Black,Male,No,Buffalo,E,Male,Firearm Display
24698,20-341-0728,12/6/2020,2020-12-06,Use Offorce,UOF,1953,P3385,Ppo,White,Male,,,10381,Black,Male,No,Buffalo,E,Male,Verbal Commands
24699,20-342-0708,12/7/2020,2020-12-07,Use Offorce,UOF,2063,P3730,Ppo,Black,Male,,,10382,Black,Male,No,Buffalo,D,Male,Verbal Commands
24699,20-342-0708,12/7/2020,2020-12-07,Use Offorce,UOF,2063,P3730,Ppo,Black,Male,,,10382,Black,Male,No,Buffalo,D,Male,Physical Engagement
24699,20-342-0708,12/7/2020,2020-12-07,Use Offorce,UOF,2063,P3730,Ppo,Black,Male,,,10383,White,Male,No,Buffalo,D,Male,Verbal Commands
24699,20-342-0708,12/7/2020,2020-12-07,Use Offorce,UOF,2063,P3730,Ppo,Black,Male,,,10383,White,Male,No,Buffalo,D,Male,Physical Engagement
24700,20-342-0708,12/7/2020,2020-12-07,Use Offorce,UOF,2073,3774,Ppo,Black,Male,,,10382,Black,Male,No,Buffalo,D,Male,Verbal Commands
24700,20-342-0708,12/7/2020,2020-12-07,Use Offorce,UOF,2073,3774,Ppo,Black,Male,,,10382,Black,Male,No,Buffalo,D,Male,Physical Engagement
24701,20-343-0537,12/8/2020,2020-12-08,Use Of Force,UOF,1058,L534,Policeofficer,White,Male,,,6682,Black,Male,No,Buffalo,C,Male,Physical
24702,20-343-0537,12/8/2020,2020-12-08,Use Offorce,UOF,1812,P3634,Officer,White,Male,,,6682,Black,Male,No,Buffalo,C,Male,Verbal Commands
24702,20-343-0537,12/8/2020,2020-12-08,Use Offorce,UOF,1812,P3634,Officer,White,Male,,,6682,Black,Male,No,Buffalo,C,Male,Physical Engagement
24703,20-343-0695,12/8/2020,2020-12-08,Use Of Force,UOF,1058,L534,Policeofficer,White,Male,,,10384,Black,Male,No,Buffalo,C,Male,Physical
24708,CD# 20-345-0187,12/10/2020,2020-12-10,Use Offorce,UOF,1926,P3711,Officer,White,Male,,,9929,Black,Male,No,Buffalo,C,Male,Physical Engagement
24711,20-345-0187,12/10/2020,2020-12-10,Use Offorce,UOF,2258,P3671,Ppo,White,Male,,,9929,Black,Male,No,Buffalo,C,Male,Physical Engagement
24713,20-245-0465,12/10/2020,2020-12-10,Use Offorce,UOF,1929,P3712,Officer,Black,Male,,,10392,Asian,Male,No,Buffalo,E,Male,Verbal Commands
24713,20-245-0465,12/10/2020,2020-12-10,Use Offorce,UOF,1929,P3712,Officer,Black,Male,,,10392,Asian,Male,No,Buffalo,E,Male,Physical Engagement
24714,20-345-0187,12/10/2020,2020-12-10,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,9929,Black,Male,No,Buffalo,C,Male,Verbal Commands
24714,20-345-0187,12/10/2020,2020-12-10,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,9929,Black,Male,No,Buffalo,C,Male,Physical Engagement
24715,20-345-0465,12/10/2020,2020-12-10,Vehiclepursuit,VP,1322,L495,Lieutenant,White,Male,,,10392,Asian,Male,No,Buﬀalo,E,Male,
24716,20-345-0187,12/10/2020,2020-12-10,Use Offorce,UOF,956,L493,Lieutenant,Black,Male,,,9929,Black,Male,No,Buffalo,E,Male,
24717,20-346-0520,12/11/2020,2020-12-11,Use Offorce,UOF,1924,D723,Officer,White,Male,,,10393,Black,Male,No,Buffalo,C,Male,Firearm Display
24718,20-346-0822,12/11/2020,2020-12-11,Use Offorce,UOF,1376,L533,Officer,White,Male,,,10394,Black,Male,No,Bflo,C,Male,Physical Engagement
24719,20-341-0728,12/6/2020,2020-12-06,Use Offorce,UOF,1897,P3688,Officer,White,Male,,,10381,Black,Male,No,Buffalo,E,Male,Firearm Display
24720,20-349-0649,12/14/2020,2020-12-14,Use Of Force,UOF,1165,P2434,Policeofficer,White,Female,,,10395,White,Female,No,Buffalo,A,Female,Verbal
24720,20-349-0649,12/14/2020,2020-12-14,Use Of Force,UOF,1165,P2434,Police Officer,White,Female,,,10395,White,Female,No,Buffalo,A,Female,PhysicalEngagement
24721,20-349-0649,12/14/2020,2020-12-14,Use Offorce,UOF,1336,P3460,Officer,White,Male,,,10396,White,Unknown,No,Buffalo,,Unknown,Physical Engagement
24722,20-349-0649,12/14/2020,2020-12-14,Use Offorce,UOF,1689,D713,Officer,White,Male,,,10397,White,Unknown,No,Buffalo,A,Unknown,Physical Engagement
24723,20-349-0520,12/14/2020,2020-12-14,Vehiclepursuit,VP,1667,D721,Oﬃcer,Black,Male,,,10398,Black,Male,No,Buffalo,C,Male,
24725,20-3390236,,,External,GEN,1929,P3712,Oﬃcer,Black,Male,Unk,,10399,Black,Male,No,Buﬀalo,E,Male,
24725,20-3390236,,,External,GEN,2133,3806,Ppo,Black,Male,,,10399,Black,Male,No,Buﬀalo,E,Male,
24732,20-352-0385,12/17/2020,2020-12-17,Use Offorce,UOF,1448,P3536,Officer,White,Male,,,10401,Black,Male,No,Buffalo,E,Male,Verbal Commands
24732,20-352-0385,12/17/2020,2020-12-17,Use Offorce,UOF,1448,P3536,Officer,White,Male,,,10401,Black,Male,No,Buffalo,E,Male,Physical Engagement
24732,20-352-0385,12/17/2020,2020-12-17,Use Offorce,UOF,1448,P3536,Officer,White,Male,,,10401,Black,Male,No,Buffalo,E,Male,Physical Engagement
24733,20-352-0385,12/17/2020,2020-12-17,Use Offorce,UOF,2125,2034,Ppo,White,Male,,,10401,Black,Male,No,Buffalo,E,Male,Physical Engagement
24733,20-352-0385,12/17/2020,2020-12-17,Use Offorce,UOF,2125,2034,Ppo,White,Male,,,10401,Black,Male,No,Buffalo,E,Male,Verbal Commands
24734,20-352-0073,12/17/2020,2020-12-17,Use Offorce,UOF,1879,P3678,Officer,Black,Male,,,10402,Black,Female,No,Buffalo,E,Female,Physical Engagement
24735,20-353-0010,12/18/2020,2020-12-18,Use Of Force,UOF,1058,L534,Policeofficer,White,Male,,,10403,Black,Male,No,Buffalo,C,Male,Physical
24735,20-353-0010,12/18/2020,2020-12-18,Use Of Force,UOF,1058,L534,Policeofficer,White,Male,,,10403,Black,Male,No,Buffalo,C,Male,Verbal
24736,20-352-0258,12/17/2020,2020-12-17,Vehiclepursuit,VP,1337,L544,Oﬃcer,Hispanic,Male,,,10404,White,Male,No,Buﬀalo,C,Male,
24737,20-353-0111,12/18/2020,2020-12-18,Use Offorce,UOF,2209,P3822,Ppo,Black,Female,,,10405,Black,Male,No,Buffalo,D,Male,Verbal Commands
24737,20-353-0111,12/18/2020,2020-12-18,Use Offorce,UOF,2209,P3822,Ppo,Black,Female,,,10405,Black,Male,No,Buffalo,D,Male,Firearm Display
24738,20-353-0010,12/18/2020,2020-12-18,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10403,Black,Male,No,Buffalo,C,Male,Verbal Commands
24738,20-353-0010,12/18/2020,2020-12-18,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10403,Black,Male,No,Buffalo,C,Male,Physical Engagement
24738,20-353-0010,12/18/2020,2020-12-18,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10403,Black,Male,No,Buffalo,C,Male,Physical Engagement
24738,20-353-0010,12/18/2020,2020-12-18,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10403,Black,Male,No,Buffalo,C,Male,Physical Engagement
24741,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1861,P3664,Officer,White,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Verbal Commands
24741,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1861,P3664,Officer,White,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Physical Engagement
24741,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1861,P3664,Officer,White,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Physical Engagement
24741,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1861,P3664,Officer,White,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Physical Engagement
24741,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1861,P3664,Officer,White,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Physical Engagement
24742,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1831,P3645,Officer,Hispanic,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Verbal Commands
24742,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1831,P3645,Officer,Hispanic,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Physical Engagement
24742,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1831,P3645,Officer,Hispanic,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Verbal Commands
24742,20-354-0017,12/19/2020,2020-12-19,Use Offorce,UOF,1831,P3645,Officer,Hispanic,Male,,,10407,Hispanic,Male,No,Buffalo,A,Male,Physical Engagement
24743,20-355-0083,12/20/2020,2020-12-20,Firearm Discharge/Bpd-1,FD,1928,,Oﬃcer,Other,Male,,,10531,Black,Male,No,Buffalo,C,Male,
24744,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1866,P3668,Officer,Black,Male,,,10408,Black,Male,No,Buffalo,E,Male,Physical Engagement
24744,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1866,P3668,Officer,Black,Male,,,10408,Black,Male,No,Buffalo,E,Male,Firearm Display
24745,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1928,,Officer,Other,Male,,,10408,Black,Male,No,Buffalo,C,Male,Firearm Display
24745,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1928,,Officer,Other,Male,,,10408,Black,Male,No,Buffalo,C,Male,Physical Engagement
24745,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1928,,Officer,Other,Male,,,10408,Black,Male,No,Buffalo,C,Male,Pain Compliance Hold
24745,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1928,,Oﬃcer,Other,Male,,,10408,Black,Male,No,Buffalo,C,Male,Other
24746,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1903,P3692,Officer,Black,Male,,,10408,Black,Male,No,Buffalo,C,Male,Firearm Display
24746,20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1903,P3692,Officer,Black,Male,,,10408,Black,Male,No,Buffalo,C,Male,Verbal Commands
24747,CD#20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1917,P3702,Officer,White,Male,,,10408,Black,Male,No,Buffalo,C,Male,Verbal Commands
24747,CD#20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1917,P3702,Officer,White,Male,,,10408,Black,Male,No,Buffalo,C,Male,Firearm Display
24747,CD#20-355-0083,12/20/2020,2020-12-20,Use Offorce,UOF,1917,P3702,Officer,White,Male,,,10408,Black,Male,No,Buffalo,C,Male,Physical Engagement
24750,20-356-0830,12/21/2020,2020-12-21,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10410,Black,Male,No,Buffalo,E,Male,Verbal Commands
24750,20-356-0830,12/21/2020,2020-12-21,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10410,Black,Male,No,Buffalo,E,Male,Physical Engagement
24750,20-356-0830,12/21/2020,2020-12-21,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10410,Black,Male,No,Buffalo,E,Male,Physical Engagement
24750,20-356-0830,12/21/2020,2020-12-21,Use Offorce,UOF,1039,L441,Lieutenant,White,Male,,,10410,Black,Male,No,Buffalo,E,Male,Physical Engagement
24751,20-123-1234,12/22/2020,2020-12-22,Use Offorce,UOF,278,L384,Lieutenant,White,Male,No,,10411,Mixed,Male,No,Buffalo,B,Male,Impact Weapon
24751,20-123-1234,12/22/2020,2020-12-22,Use Offorce,UOF,278,L384,Lieutenant,White,Male,No,,10411,Mixed,Male,No,Buffalo,B,Male,Physical Engagement
24751,20-123-1234,12/22/2020,2020-12-22,Use Offorce,UOF,278,L384,Lieutenant,White,Male,No,,10411,Mixed,Male,No,Buffalo,B,Male,Verbal Commands
24755,20-359-0498,12/24/2020,2020-12-24,Use Offorce,UOF,1871,P3672,Officer,Black,Male,,,10412,Black,Male,No,Buffalo,B,Male,Physical Engagement
24755,20-359-0498,12/24/2020,2020-12-24,Use Offorce,UOF,1871,P3672,Officer,Black,Male,,,10412,Black,Male,No,Buffalo,B,Male,Verbal Commands
24756,20-359-0498,12/24/2020,2020-12-24,Use Offorce,UOF,1808,P3632,Officer,White,Male,,,10412,Black,Male,No,Buffalo,B,Male,Verbal Commands
24756,20-359-0498,12/24/2020,2020-12-24,Use Offorce,UOF,1808,P3632,Officer,White,Male,,,10412,Black,Male,No,Buffalo,B,Male,Physical Engagement
24757,20-359-0781,12/25/2020,2020-12-25,Use Offorce,UOF,2031,P3741,Officer,Black,Male,,,10413,Black,Male,No,Buffalo,C,Male,Verbal Commands
24757,20-359-0781,12/25/2020,2020-12-25,Use Offorce,UOF,2031,P3741,Officer,Black,Male,,,10413,Black,Male,No,Buffalo,C,Male,Physical Engagement
24758,20-359-0781,12/25/2020,2020-12-25,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10413,Black,Male,No,Buffalo,C,Male,Verbal Commands
24758,20-359-0781,12/25/2020,2020-12-25,Use Offorce,UOF,1872,D726,Officer,White,Male,,,10413,Black,Male,No,Buffalo,C,Male,Physical Engagement
24758,20-359-0781,12/25/2020,2020-12-25,Use Offorce,UOF,1872,D726,Oﬃcer,White,Male,,,10413,Black,Male,No,Buﬀalo,C,Male,Other
24760,20-360-0673,12/25/2020,2020-12-25,Vehiclepursuit,VP,2091,3788,Ppo,,Male,,,10414,Black,Male,No,Buﬀalo,E,Male,
24760,20-360-0673,12/25/2020,2020-12-25,Vehiclepursuit,VP,2091,3788,Ppo,,Male,,,10415,Black,Female,No,Buﬀalo,E,Female,
24761,20-361-0628,12/26/2020,2020-12-26,Use Of Force,UOF,881,P3370,Policeoﬃcer,Black,Male,,,10416,Black,Female,No,Buﬀalo,E,Female,
24762,CD#20-362-0778,12/28/2020,2020-12-28,Vehiclepursuit,VP,1917,P3702,Oﬃcer,White,Male,,,8716,Black,Male,No,Buﬀalo,C,Male,
24764,20-362-0778,12/27/2020,2020-12-27,Vehiclepursuit,VP,1903,P3692,Oﬃcer,Black,Male,,,8716,Black,Male,No,Buffalo,C,Male,
24764,20-362-0778,12/27/2020,2020-12-27,Vehiclepursuit,VP,1903,P3692,Oﬃcer,Black,Male,,,10417,Black,Male,No,Buffalo,C,Male,
24765,20-362-0778,12/27/2020,2020-12-27,Use Offorce,UOF,1903,P3692,Officer,Black,Male,,,10417,Black,Male,No,Buffalo,C,Male,Verbal Commands
24765,20-362-0778,12/27/2020,2020-12-27,Use Offorce,UOF,1903,P3692,Officer,Black,Male,,,10417,Black,Male,No,Buffalo,C,Male,Physical Engagement
24766,20-363-0636,12/28/2020,2020-12-28,Use Offorce,UOF,1688,D704,Officer,White,Male,,,10418,Black,Female,No,Buffalo,E,Female,Physical Engagement
24767,20-363-0636,12/28/2020,2020-12-28,Use Offorce,UOF,1891,P3682,Officer,Black,Male,,,10419,Black,Female,No,Buffalo,E,Female,Physical Engagement
24768,20-362-0679,12/27/2020,2020-12-27,Use Offorce,UOF,1300,C155,Lieutenant,White,Male,,,10420,Black,Male,No,Buffalo,E,Male,Verbal Commands
24768,20-362-0679,12/27/2020,2020-12-27,Use Offorce,UOF,1300,C155,Lieutenant,White,Male,,,10420,Black,Male,No,Buffalo,E,Male,Physical Engagement
24769,20-363-0376,12/28/2020,2020-12-28,Use Offorce,UOF,128,C140,Captain,White,Male,,,7425,Black,Male,No,Buﬀalo,C,Male,
24769,20-363-0376,12/28/2020,2020-12-28,Use Of Force,UOF,1044,P2386,Policeoﬃcer,Hispanic,Male,,,7425,Black,Male,No,Buﬀalo,C,Male,
24770,20-363-0376,12/28/2020,2020-12-28,Use Offorce,UOF,1387,L513,Lieutenant,White,Male,,,7425,Black,Male,No,Buffalo,C,Male,Verbal Commands
24770,20-363-0376,12/28/2020,2020-12-28,Use Offorce,UOF,1387,L513,Lieutenant,White,Male,,,7425,Black,Male,No,Buffalo,C,Male,Physical Engagement
24770,20-363-0376,12/28/2020,2020-12-28,Use Offorce,UOF,128,C140,Captain,White,Male,,,7425,Black,Male,No,Buﬀalo,C,Male,
24771,20-363-0636,12/28/2020,2020-12-28,Use Offorce,UOF,1733,P3608,Officer,White,Female,,,10418,Black,Female,No,Buffalo,E,Female,Verbal Commands
24771,20-363-0636,12/28/2020,2020-12-28,Use Offorce,UOF,1733,P3608,Officer,White,Female,,,10418,Black,Female,No,Buffalo,E,Female,Physical Engagement
24773,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1909,P3698,Officer,Black,Male,,,5856,Black,Male,No,Buffalo,C,Male,Verbal Commands
24773,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1909,P3698,Officer,Black,Male,,,5856,Black,Male,No,Buffalo,C,Male,Physical Engagement
24774,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1966,P3724,Ppo,White,Female,,,5856,Black,Male,No,Buffalo,C,Male,Verbal Commands
24774,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1966,P3724,Ppo,White,Female,,,5856,Black,Male,No,Buffalo,C,Male,Physical Engagement
24774,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1909,P3698,Oﬃcer,Black,Male,,,5856,Black,Male,No,Buﬀalo,C,Male,
24774,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1440,L503,Lieutenant,White,Female,,,5856,Black,Male,No,Buﬀalo,C,Male,
24775,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1440,L503,Lieutenant,White,Female,,,5856,Black,Male,No,Buffalo,C,Male,Verbal Commands
24775,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1440,L503,Lieutenant,White,Female,,,5856,Black,Male,No,Buffalo,C,Male,Physical Engagement
24775,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1909,P3698,Oﬃcer,Black,Male,,,5856,Black,Male,No,Buffalo,C,Male,
24775,20-364-0707,12/29/2020,2020-12-29,Use Offorce,UOF,1966,P3724,Ppo,White,Female,,,5856,Black,Male,No,Buffalo,C,Male,
24776,20-3400386,12/5/2020,2020-12-05,Intraoﬃce,GEN,1341,D649,Detective,Black,Male,,,10423,Black,Male,No,Buﬀalo,E,Male,
24776,20-3400386,12/5/2020,2020-12-05,Intraoﬃce,GEN,982,D624,Detective,Black,Female,,,10423,Black,Male,No,Buﬀalo,E,Male,
24777,20-3430627,,,Intraoﬃce,GEN,2198,P3834,Ppo,Black,Male,,,10424,,Female,No,Buﬀalo,E,Female,
24777,20-3430627,,,Intraoﬃce,GEN,2203,P3824,Ppo,Black,Male,,,10424,,Female,No,Buﬀalo,E,Female,
24778,20-366-0036,12/31/2020,2020-12-31,Firearm Discharge/Bpd-1,FD,1371,C153,Lieutenant,White,Male,,,10425,,,No,Buﬀalo,C,,
24779,20-366-0710,12/31/2020,2020-12-31,Use Offorce,UOF,1369,L485,Lieutenant,White,Female,,,10426,White,Male,No,Buffalo,E,Male,Verbal Commands
24779,20-366-0710,12/31/2020,2020-12-31,Use Offorce,UOF,1369,L485,Lieutenant,White,Female,,,10426,White,Male,No,Buffalo,E,Male,Firearm Display
24780,20-366-0740,1/1/2021,2021-01-01,Use Offorce,UOF,2011,D722,Officer,White,Male,,,3482,Hispanic,Male,No,Buffalo,D,Male,Firearm Display
24780,20-366-0740,1/1/2021,2021-01-01,Use Offorce,UOF,2011,D722,Officer,White,Male,,,3482,Hispanic,Male,No,Buffalo,D,Male,Verbal Commands
24781,20-366-0790,1/1/2021,2021-01-01,Use Offorce,UOF,2271,P3880,Ppo,Black,Male,,,3482,Hispanic,Male,No,Buffalo,D,Male,Verbal Commands
24781,20-366-0790,1/1/2021,2021-01-01,Use Offorce,UOF,2271,P3880,Ppo,Black,Male,,,3482,Hispanic,Male,No,Buffalo,D,Male,Firearm Display
24782,21-001-0113,1/1/2021,2021-01-01,Use Offorce,UOF,2094,P3790,Ppo,White,Male,,,10427,Black,Male,No,Buffalo,E,Male,Verbal Commands
24782,21-001-0113,1/1/2021,2021-01-01,Use Offorce,UOF,2094,P3790,Ppo,White,Male,,,10427,Black,Male,No,Buffalo,E,Male,Physical Engagement
24782,21-001-0113,1/1/2021,2021-01-01,Use Offorce,UOF,2094,P3790,Ppo,White,Male,,,10428,Black,Female,No,Buffalo,E,Female,Verbal Commands
24782,21-001-0113,1/1/2021,2021-01-01,Use Offorce,UOF,2094,P3790,Ppo,White,Male,,,10428,Black,Female,No,Buffalo,E,Female,Physical Engagement
24783,21-001-0113,1/1/2021,2021-01-01,Use Offorce,UOF,1999,P3742,Ppo,White,Male,,,10427,Black,Male,No,Buffalo,E,Male,Verbal Commands
24783,21-001-0113,1/1/2021,2021-01-01,Use Offorce,UOF,1999,P3742,Ppo,White,Male,,,10427,Black,Male,No,Buffalo,E,Male,Physical Engagement
24786,21-001-0409,1/1/2021,2021-01-01,Use Offorce,UOF,1924,D723,Officer,White,Male,,,10429,Black,Male,No,Buffalo,C,Male,Physical Engagement
24786,21-001-0409,1/1/2021,2021-01-01,Use Offorce,UOF,1337,L544,Oﬃcer,Hispanic,Male,,,10429,Black,Male,No,Buﬀalo,C,Male,
24787,20-363-0413,12/28/2020,2020-12-28,Vehicleaccident,VA,2262,P3882,Ppo,White,Female,Unk,,10482,,Male,No,Buﬀalo,B,Male,
24792,20-003-0454,1/3/2021,2021-01-03,Use Offorce,UOF,2123,3817,Ppo,White,Male,,,10430,,Male,No,Buffalo,C,Male,Physical
24792,20-003-0454,1/3/2021,2021-01-03,Use Offorce,UOF,2123,3817,Ppo,White,Male,,,10430,,Male,No,Buffalo,C,Male,Verbal
24793,21-003-0454,1/3/2021,2021-01-03,Use Offorce,UOF,2139,,Ppo,White,Male,,,10430,,Male,No,Buffalo,C,Male,Verbal
24793,21-003-0454,1/3/2021,2021-01-03,Use Offorce,UOF,2139,,Ppo,White,Male,,,10430,,Male,No,Buffalo,C,Male,Physical
24795,21-004-0458,1/4/2021,2021-01-04,Internal,GEN,1667,D721,Oﬃcer,Black,Male,No,,10431,White,Female,No,Buﬀalo,C,Female,
24795,21-004-0458,1/4/2021,2021-01-04,Internal,GEN,1379,2711,Oﬃcer,White,Male,,,10431,White,Female,No,Buﬀalo,C,Female,
24798,20-004-0592,1/4/2021,2021-01-04,Use Offorce,UOF,1433,D700,Officer,White,Male,,,2154,White,Male,No,Buffalo,A,Male,Verbal Commands
24798,20-004-0592,1/4/2021,2021-01-04,Use Offorce,UOF,1433,D700,Officer,White,Male,,,2154,White,Male,No,Buffalo,A,Male,Firearm Display
24799,21-004-0592,1/4/2021,2021-01-04,Use Offorce,UOF,1923,P3708,Oﬃcer,White,Male,No,,2154,White,Male,No,Buffalo,A,Male,
24800,21-004-0458,1/4/2021,2021-01-04,Vehiclepursuit,VP,1667,D721,Oﬃcer,Black,Male,,,10432,Black,Male,No,Buﬀalo,C,Male,
24800,21-004-0458,1/4/2021,2021-01-04,Vehiclepursuit,VP,1379,2711,Oﬃcer,White,Male,,,10432,Black,Male,No,Buﬀalo,C,Male,
24805,21-007-0657,1/7/2021,2021-01-07,Use Offorce,UOF,1325,P3393,Officer,Asian,Male,,,10433,Black,Male,No,Buffalo,E,Male,Verbal Commands
24805,21-007-0657,1/7/2021,2021-01-07,Use Offorce,UOF,1325,P3393,Officer,Asian,Male,,,10433,Black,Male,No,Buffalo,E,Male,Physical Engagement
24805,21-007-0657,1/7/2021,2021-01-07,Use Offorce,UOF,1325,P3393,Officer,Asian,Male,,,10433,Black,Male,No,Buffalo,E,Male,Physical Engagement
24806,21-008-0697,1/8/2021,2021-01-08,Use Offorce,UOF,1828,P3616,Officer,White,Male,,,10434,Hispanic,Male,No,Buffalo,D,Male,Firearm Display
24806,21-008-0697,1/8/2021,2021-01-08,Use Offorce,UOF,1828,P3616,Officer,White,Male,,,10434,Hispanic,Male,No,Buffalo,D,Male,Verbal Commands
24807,21-008-0697,1/8/2021,2021-01-08,Use Offorce,UOF,2028,P3761,Officer,White,Male,,,10434,Hispanic,Male,No,Buffalo,D,Male,Verbal Commands
24808,21-010-0043,1/10/2021,2021-01-10,Use Offorce,UOF,2082,P3781,Ppo,White,Male,,,6697,Black,Male,No,Buffalo,E,Male,Physical Engagement
